Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
14729,8182419,22,6,single,rented,no,Web_designer,Bhusawal,Maharashtra,6,11,0
14731,9783770,68,4,single,rented,no,Artist,Satara,Maharashtra,4,10,0
14733,6965955,68,7,single,rented,no,Economist,Jalna,Maharashtra,7,12,0
14736,204151,66,0,single,rented,no,Microbiologist,Nanded,Maharashtra,0,13,0
14747,1380103,33,1,single,rented,yes,Dentist,Solapur,Maharashtra,1,10,0
14762,6231397,62,10,single,rented,no,Official,Jalgaon,Maharashtra,4,14,0
14784,672205,28,0,single,rented,no,Computer_operator,Vasai-Virar,Maharashtra,0,13,0
14787,5953603,29,11,single,rented,yes,Mechanical_engineer,Nagpur,Maharashtra,7,10,0
14789,9131115,23,4,single,rented,no,Biomedical_Engineer,Panvel,Maharashtra,4,10,0
14791,7832535,26,12,single,rented,yes,Hotel_Manager,Ahmednagar,Maharashtra,10,14,0
14793,6682611,67,16,single,owned,yes,Design_Engineer,Mira-Bhayandar,Maharashtra,12,10,0
14805,2024262,62,3,single,rented,yes,Microbiologist,Pimpri-Chinchwad,Maharashtra,3,12,0
14810,1815884,50,19,single,rented,yes,Civil_engineer,Pune,Maharashtra,9,10,0
14812,2607714,72,11,single,rented,no,Dentist,Ahmednagar,Maharashtra,11,14,0
14820,4098399,79,15,single,rented,no,Computer_hardware_engineer,Aurangabad,Maharashtra,10,12,0
14822,2202351,27,9,single,rented,no,Chef,Vasai-Virar,Maharashtra,8,10,0
14831,5112961,67,5,single,rented,no,Web_designer,Jalna,Maharashtra,3,10,1
14832,1659986,43,11,single,norent_noown,no,Industrial_Engineer,Ambarnath,Maharashtra,11,11,0
14844,8503714,38,2,married,rented,no,Design_Engineer,Panvel,Maharashtra,2,10,0
14845,6300731,30,4,single,rented,no,Secretary,Vasai-Virar,Maharashtra,4,13,0
14852,4297791,54,9,single,rented,no,Scientist,Sangli-Miraj_&_Kupwad,Maharashtra,9,12,0
14870,8531817,36,18,single,rented,yes,Engineer,Amravati,Maharashtra,14,14,0
14884,508609,34,20,single,rented,no,Flight_attendant,Pimpri-Chinchwad,Maharashtra,9,10,0
14888,6463842,56,2,single,rented,no,Designer,Akola,Maharashtra,2,12,0
14890,2822666,31,0,single,rented,yes,Web_designer,Ambarnath,Maharashtra,0,11,0
14891,1640008,38,5,single,rented,no,Architect,Mira-Bhayandar,Maharashtra,5,12,0
14902,6432491,45,5,single,rented,yes,Petroleum_Engineer,Sangli-Miraj_&_Kupwad,Maharashtra,5,14,0
14913,1771195,31,14,single,rented,no,Architect,Ulhasnagar,Maharashtra,9,13,1
14918,6357063,50,20,single,rented,no,Microbiologist,Jalgaon,Maharashtra,12,13,0
14940,3168724,65,14,single,rented,no,Chemical_engineer,Nashik,Maharashtra,4,10,0
14946,6820376,31,20,single,rented,no,Financial_Analyst,Kalyan-Dombivli,Maharashtra,10,10,0
14953,5824010,45,3,single,rented,no,Physician,Pune,Maharashtra,3,11,0
14961,9945612,48,15,single,rented,yes,Politician,Chandrapur,Maharashtra,7,10,0
14976,361363,45,0,single,rented,no,Computer_operator,Parbhani,Maharashtra,0,10,0
14977,4936411,69,8,married,rented,yes,Design_Engineer,Jalna,Maharashtra,3,13,0
14984,4088166,40,7,single,rented,no,Architect,Dhule,Maharashtra,7,14,1
14995,9422918,77,11,single,rented,no,Secretary,Aurangabad,Maharashtra,9,13,1
15008,2133633,79,3,single,rented,no,Hotel_Manager,Mira-Bhayandar,Maharashtra,3,12,0
15016,483779,57,5,single,rented,no,Computer_hardware_engineer,Pune,Maharashtra,5,14,0
15034,8896315,27,5,single,rented,no,Aviator,Amravati,Maharashtra,5,12,1
15041,3864368,58,13,single,rented,yes,Web_designer,Mumbai,Maharashtra,8,13,0
15045,6927537,36,14,single,rented,yes,Graphic_Designer,Ulhasnagar,Maharashtra,7,12,0
15053,942803,69,19,single,rented,yes,Geologist,Nanded,Maharashtra,9,14,0
15062,9173880,41,18,single,rented,yes,Petroleum_Engineer,Aurangabad,Maharashtra,7,14,0
15080,6284059,45,4,single,norent_noown,no,Software_Developer,Ulhasnagar,Maharashtra,4,11,0
15097,4666822,54,19,single,rented,no,Flight_attendant,Bhiwandi,Maharashtra,11,11,0
15104,7907929,31,20,single,rented,no,Secretary,Pune,Maharashtra,12,11,0
15107,3631880,58,8,single,rented,no,Aviator,Amravati,Maharashtra,5,11,0
15143,5647261,64,10,single,rented,no,Psychologist,Bhusawal,Maharashtra,10,10,1
15166,5455001,47,5,single,rented,no,Technology_specialist,Navi_Mumbai,Maharashtra,5,12,0
15181,2805855,42,7,single,rented,no,Civil_engineer,Thane,Maharashtra,7,11,0
15183,2818110,41,20,married,rented,no,Librarian,Akola,Maharashtra,12,14,0
15186,7731935,25,3,single,norent_noown,yes,Artist,Nagpur,Maharashtra,3,13,0
15199,6864296,55,8,single,rented,no,Computer_hardware_engineer,Navi_Mumbai,Maharashtra,8,12,0
15207,7153397,49,18,single,rented,no,Industrial_Engineer,Satara,Maharashtra,14,10,0
15218,4253315,66,7,single,rented,no,Chemical_engineer,Vasai-Virar,Maharashtra,7,11,0
15223,7219160,24,7,single,rented,yes,Microbiologist,Pune,Maharashtra,5,14,0
15231,3450686,25,10,single,rented,no,Official,Jalgaon,Maharashtra,5,12,0
15251,3971141,67,16,single,rented,no,Drafter,Pimpri-Chinchwad,Maharashtra,13,13,0
15252,5278563,52,8,single,rented,no,Civil_servant,Pimpri-Chinchwad,Maharashtra,5,10,0
15254,7723951,35,8,married,rented,no,Architect,Vasai-Virar,Maharashtra,7,14,0
15260,9073489,76,3,single,rented,no,Consultant,Jalna,Maharashtra,3,11,0
15269,1399162,22,8,single,rented,yes,Software_Developer,Solapur,Maharashtra,8,10,0
15283,642884,72,18,single,rented,no,Biomedical_Engineer,Thane,Maharashtra,4,12,0
15289,8364348,70,8,single,norent_noown,no,Web_designer,Bhusawal,Maharashtra,5,13,0
15290,5956675,50,3,single,rented,yes,Biomedical_Engineer,Panvel,Maharashtra,3,13,0
15302,3862781,40,10,single,rented,no,Secretary,Jalgaon,Maharashtra,5,12,0
15338,76353,45,6,single,rented,yes,Civil_engineer,Kalyan-Dombivli,Maharashtra,6,13,0
15348,9601421,59,18,single,rented,no,Aviator,Ambarnath,Maharashtra,9,14,0
15371,5666785,42,7,single,rented,no,Computer_hardware_engineer,Aurangabad,Maharashtra,7,12,0
15373,5296773,34,3,single,rented,no,Financial_Analyst,Pune,Maharashtra,3,13,0
15377,533359,50,7,single,rented,no,Engineer,Mumbai,Maharashtra,6,11,1
15379,3423124,69,10,single,rented,yes,Air_traffic_controller,Kolhapur,Maharashtra,10,10,0
15395,2596508,51,18,married,rented,no,Aviator,Latur,Maharashtra,4,14,0
15397,2986107,21,15,single,rented,no,Consultant,Aurangabad,Maharashtra,8,13,0
15399,1840139,74,6,single,rented,yes,Chef,Dhule,Maharashtra,6,13,0
15425,4667477,64,7,single,rented,no,Chemical_engineer,Navi_Mumbai,Maharashtra,7,10,0
15460,2557545,21,13,single,rented,yes,Web_designer,Sangli-Miraj_&_Kupwad,Maharashtra,6,14,0
15479,9601253,51,15,single,rented,no,Politician,Ichalkaranji,Maharashtra,10,11,0
15497,448021,54,11,single,rented,no,Flight_attendant,Solapur,Maharashtra,11,14,1
15513,2304556,51,12,single,rented,no,Police_officer,Nashik,Maharashtra,8,10,0
15516,2881888,61,4,single,rented,yes,Technician,Bhiwandi,Maharashtra,4,14,0
15517,5560320,34,16,single,rented,no,Economist,Pimpri-Chinchwad,Maharashtra,8,11,1
15524,3632655,76,18,single,rented,no,Geologist,Ulhasnagar,Maharashtra,12,10,1
15533,2737450,33,14,single,rented,yes,Civil_engineer,Mira-Bhayandar,Maharashtra,14,13,0
15542,9137580,21,7,single,rented,no,Hotel_Manager,Aurangabad,Maharashtra,7,12,0
15558,1364478,33,2,single,rented,no,Official,Akola,Maharashtra,2,11,1
15569,536218,53,8,single,rented,no,Fashion_Designer,Nashik,Maharashtra,3,10,0
15594,6415677,68,2,single,rented,no,Chemical_engineer,Nashik,Maharashtra,2,12,0
15598,2695274,57,12,single,rented,no,Chemical_engineer,Malegaon,Maharashtra,10,12,0
15603,9475063,39,9,single,rented,no,Graphic_Designer,Malegaon,Maharashtra,4,14,0
15621,9085689,26,1,single,rented,no,Secretary,Nanded,Maharashtra,1,13,0
15622,2912105,21,14,married,rented,no,Petroleum_Engineer,Aurangabad,Maharashtra,5,12,0
15626,2838553,44,1,married,rented,no,Aviator,Chandrapur,Maharashtra,1,13,0
15629,1165669,76,8,single,rented,yes,Army_officer,Parbhani,Maharashtra,8,12,0
15648,5917275,53,19,single,rented,no,Scientist,Kolhapur,Maharashtra,7,12,0
15649,7213058,50,12,single,rented,no,Army_officer,Amravati,Maharashtra,4,12,0
15659,1072487,27,7,single,rented,no,Librarian,Latur,Maharashtra,7,11,0
15664,3337437,67,5,single,rented,no,Comedian,Ichalkaranji,Maharashtra,5,14,1
15677,7281127,32,18,single,rented,no,Dentist,Panvel,Maharashtra,7,14,0
15678,8378553,50,15,single,rented,no,Chartered_Accountant,Nagpur,Maharashtra,6,13,1
15683,2758097,31,19,single,rented,no,Graphic_Designer,Jalgaon,Maharashtra,3,13,0
15688,1575975,60,5,single,rented,yes,Consultant,Latur,Maharashtra,5,12,0
15699,7400525,71,0,single,rented,yes,Hotel_Manager,Jalna,Maharashtra,0,11,0
15753,3097744,57,9,single,rented,yes,Official,Jalgaon,Maharashtra,5,13,0
15778,7712137,34,5,single,rented,yes,Official,Pune,Maharashtra,5,11,0
15800,8746952,28,20,single,rented,no,Design_Engineer,Ambarnath,Maharashtra,13,10,0
15806,7552857,35,15,single,rented,no,Chartered_Accountant,Parbhani,Maharashtra,7,10,0
15819,8082415,24,5,single,rented,no,Lawyer,Mira-Bhayandar,Maharashtra,4,13,0
15839,926842,26,10,single,owned,no,Financial_Analyst,Kolhapur,Maharashtra,10,12,1
15850,2691866,49,17,single,rented,no,Surgeon,Mira-Bhayandar,Maharashtra,11,12,0
15875,5982800,39,12,single,rented,no,Analyst,Chandrapur,Maharashtra,12,10,0
15879,8455363,78,9,single,rented,no,Flight_attendant,Pimpri-Chinchwad,Maharashtra,9,11,0
15893,9366699,67,8,single,rented,no,Firefighter,Jalna,Maharashtra,4,13,1
15904,3847938,70,9,single,rented,no,Geologist,Jalgaon,Maharashtra,9,13,0
15917,4088739,77,20,single,rented,no,Analyst,Ahmednagar,Maharashtra,5,13,0
15945,8748167,36,10,single,rented,no,Surveyor,Bhiwandi,Maharashtra,10,14,1
15950,8347246,66,17,single,rented,no,Software_Developer,Navi_Mumbai,Maharashtra,12,13,0
15952,5254986,48,6,single,rented,no,Financial_Analyst,Aurangabad,Maharashtra,6,14,1
15955,1456270,43,10,single,rented,no,Fashion_Designer,Mira-Bhayandar,Maharashtra,10,10,0
15975,6060465,49,11,married,rented,yes,Librarian,Pune,Maharashtra,10,14,0
15977,7133793,66,1,single,rented,yes,Technology_specialist,Satara,Maharashtra,1,10,0
15984,2177728,29,7,married,rented,yes,Dentist,Thane,Maharashtra,7,14,0
15988,7349884,67,10,single,rented,no,Geologist,Nanded,Maharashtra,6,12,0
16008,6483163,37,12,single,rented,yes,Designer,Ulhasnagar,Maharashtra,9,10,0
16009,7121677,62,16,single,rented,no,Software_Developer,Panvel,Maharashtra,7,10,0
16017,4435200,60,15,single,rented,no,Flight_attendant,Satara,Maharashtra,5,10,1
16018,1067814,67,9,married,rented,no,Chartered_Accountant,Mira-Bhayandar,Maharashtra,9,10,0
16023,2336648,25,9,married,rented,yes,Microbiologist,Pune,Maharashtra,6,11,0
16024,2036508,67,19,single,rented,no,Chartered_Accountant,Ambarnath,Maharashtra,6,10,0
16025,9423566,49,7,single,rented,yes,Civil_servant,Nanded,Maharashtra,3,14,0
16035,8835486,55,0,single,rented,no,Economist,Bhusawal,Maharashtra,0,14,0
16037,2416844,28,18,single,rented,yes,Surgeon,Navi_Mumbai,Maharashtra,13,11,0
16050,2911820,27,11,single,rented,yes,Industrial_Engineer,Ahmednagar,Maharashtra,11,10,0
16059,1477966,55,7,single,rented,no,Artist,Malegaon,Maharashtra,5,14,0
16080,133768,50,20,single,rented,no,Lawyer,Chandrapur,Maharashtra,10,12,1
16099,5673314,56,1,single,rented,yes,Civil_servant,Malegaon,Maharashtra,1,12,0
16100,3179384,34,11,married,rented,no,Librarian,Amravati,Maharashtra,7,14,0
16111,156632,62,5,single,rented,no,Technical_writer,Chandrapur,Maharashtra,5,10,1
16141,315321,68,3,single,owned,no,Biomedical_Engineer,Aurangabad,Maharashtra,3,13,0
16149,990478,26,15,single,norent_noown,no,Geologist,Ahmednagar,Maharashtra,5,13,0
16166,7574516,40,10,single,rented,no,Software_Developer,Parbhani,Maharashtra,9,13,0
16170,6915937,64,0,single,rented,no,Civil_servant,Jalgaon,Maharashtra,0,12,0
16183,3666346,56,12,single,rented,no,Politician,Bhusawal,Maharashtra,12,11,1
16193,7257915,29,18,single,rented,yes,Technician,Nagpur,Maharashtra,10,14,0
16200,9625415,77,15,married,rented,no,Secretary,Amravati,Maharashtra,9,10,0
16241,2408148,59,10,single,rented,no,Architect,Solapur,Maharashtra,7,11,0
16249,7839236,68,7,single,rented,no,Biomedical_Engineer,Amravati,Maharashtra,7,14,1
16252,4700701,48,14,single,rented,yes,Secretary,Ulhasnagar,Maharashtra,12,12,0
16267,6275695,66,10,single,rented,no,Architect,Ambarnath,Maharashtra,10,11,1
16271,9334042,52,10,single,rented,yes,Economist,Malegaon,Maharashtra,5,11,0
16276,6501716,37,5,single,rented,no,Civil_servant,Nagpur,Maharashtra,5,13,0
16294,8753042,74,12,married,rented,no,Computer_operator,Bhiwandi,Maharashtra,9,12,0
16297,7187813,47,2,single,rented,no,Flight_attendant,Parbhani,Maharashtra,2,13,1
16298,5644262,60,7,single,rented,no,Engineer,Kalyan-Dombivli,Maharashtra,3,11,1
16304,4065331,70,14,single,rented,no,Civil_engineer,Pune,Maharashtra,9,14,0
16310,2506726,54,11,single,rented,no,Designer,Jalna,Maharashtra,6,14,0
16315,8195887,79,16,single,rented,no,Chef,Ichalkaranji,Maharashtra,14,13,1
16326,1856689,46,5,single,rented,yes,Air_traffic_controller,Amravati,Maharashtra,5,12,0
16333,2605748,70,10,single,rented,yes,Dentist,Panvel,Maharashtra,3,14,0
16338,1312362,25,7,married,rented,no,Computer_hardware_engineer,Parbhani,Maharashtra,7,13,1
16343,1578743,34,6,single,rented,yes,Analyst,Solapur,Maharashtra,3,10,0
16349,5653642,42,3,single,rented,no,Civil_engineer,Mumbai,Maharashtra,3,11,1
16356,4945087,50,16,single,owned,no,Chartered_Accountant,Jalgaon,Maharashtra,14,10,0
16386,6668221,66,20,single,rented,no,Industrial_Engineer,Ambarnath,Maharashtra,11,11,1
16393,665309,69,11,single,rented,no,Hotel_Manager,Ichalkaranji,Maharashtra,11,11,0
16402,5596467,26,17,single,rented,no,Mechanical_engineer,Parbhani,Maharashtra,4,13,0
16424,7291839,41,1,single,rented,yes,Surgeon,Thane,Maharashtra,1,12,0
16426,9933885,65,12,single,rented,no,Comedian,Vasai-Virar,Maharashtra,4,11,0
16443,4855342,24,0,single,rented,no,Lawyer,Ichalkaranji,Maharashtra,0,13,0
16444,2955958,35,17,single,rented,yes,Computer_operator,Amravati,Maharashtra,7,11,0
16445,6360265,31,18,single,rented,no,Scientist,Mumbai,Maharashtra,3,11,0
16485,5620082,58,14,single,rented,no,Politician,Akola,Maharashtra,9,11,0
16486,3342757,21,18,single,rented,no,Surgeon,Amravati,Maharashtra,9,14,0
16491,3261742,36,11,single,rented,no,Consultant,Bhusawal,Maharashtra,4,10,0
16499,8593443,49,12,single,rented,no,Chef,Jalna,Maharashtra,9,14,0
16511,9446738,55,2,single,rented,no,Design_Engineer,Mira-Bhayandar,Maharashtra,2,10,0
16514,7660598,72,11,single,rented,no,Biomedical_Engineer,Navi_Mumbai,Maharashtra,11,13,1
16521,7702379,76,6,single,rented,no,Biomedical_Engineer,Vasai-Virar,Maharashtra,6,10,0
16539,6121261,23,15,single,rented,no,Civil_servant,Thane,Maharashtra,5,14,0
16557,4131397,33,17,single,rented,yes,Lawyer,Pune,Maharashtra,13,12,0
16558,5881185,47,4,single,rented,no,Microbiologist,Satara,Maharashtra,4,13,0
16562,2653315,76,8,married,rented,no,Secretary,Vasai-Virar,Maharashtra,8,12,1
16586,7847940,64,16,single,rented,yes,Computer_operator,Malegaon,Maharashtra,10,11,0
16588,6722440,47,7,single,rented,no,Graphic_Designer,Panvel,Maharashtra,7,11,1
16589,7667495,24,3,married,rented,no,Petroleum_Engineer,Parbhani,Maharashtra,3,14,0
16601,8918340,28,13,single,rented,no,Firefighter,Kalyan-Dombivli,Maharashtra,10,14,0
16603,842278,30,18,single,rented,yes,Physician,Pimpri-Chinchwad,Maharashtra,3,14,0
16605,2808095,24,11,married,rented,no,Industrial_Engineer,Nanded,Maharashtra,6,14,0
16611,7891663,64,6,single,rented,no,Politician,Akola,Maharashtra,6,10,0
16615,649902,54,15,single,rented,no,Technician,Aurangabad,Maharashtra,8,11,1
16644,5603227,62,9,single,rented,no,Politician,Ulhasnagar,Maharashtra,4,12,0
16648,7884489,25,14,single,rented,no,Graphic_Designer,Dhule,Maharashtra,9,13,0
16661,5714975,41,10,single,rented,yes,Petroleum_Engineer,Dhule,Maharashtra,10,14,0
16666,714898,54,9,single,rented,yes,Fashion_Designer,Ulhasnagar,Maharashtra,9,12,0
16692,5484464,58,2,single,rented,yes,Technical_writer,Nanded,Maharashtra,2,12,0
16695,1322234,31,1,single,rented,yes,Official,Pimpri-Chinchwad,Maharashtra,1,14,0
16701,16045,56,5,single,norent_noown,no,Technician,Thane,Maharashtra,5,10,0
16730,9756211,45,8,single,rented,yes,Politician,Bhusawal,Maharashtra,8,10,0
16735,4145727,27,11,single,rented,no,Fashion_Designer,Panvel,Maharashtra,6,12,1
16742,5321383,40,2,single,rented,no,Aviator,Nagpur,Maharashtra,2,13,0
16751,5335142,79,4,single,rented,yes,Consultant,Malegaon,Maharashtra,4,13,0
16760,4370986,31,9,single,rented,no,Engineer,Mumbai,Maharashtra,4,12,0
16768,2889220,34,18,single,rented,yes,Financial_Analyst,Navi_Mumbai,Maharashtra,13,14,0
16782,333430,34,6,single,rented,yes,Army_officer,Kalyan-Dombivli,Maharashtra,6,11,0
16792,4140213,45,6,single,rented,no,Flight_attendant,Parbhani,Maharashtra,6,14,0
16807,1215004,25,5,single,rented,no,Firefighter,Jalna,Maharashtra,5,10,0
16809,5203541,30,17,single,rented,no,Physician,Sangli-Miraj_&_Kupwad,Maharashtra,8,13,0
16829,1112644,23,16,single,rented,yes,Official,Navi_Mumbai,Maharashtra,6,10,0
16844,1990293,54,15,single,rented,no,Web_designer,Nagpur,Maharashtra,4,10,0
16849,2707807,35,12,single,rented,no,Civil_engineer,Ambarnath,Maharashtra,4,13,0
16859,7536082,29,1,single,rented,yes,Fashion_Designer,Bhiwandi,Maharashtra,1,11,0
16872,1832053,63,14,married,rented,yes,Secretary,Nashik,Maharashtra,7,14,0
16875,9241049,41,8,single,rented,yes,Economist,Nanded,Maharashtra,6,13,0
16903,6875625,77,7,married,rented,no,Surveyor,Parbhani,Maharashtra,7,11,1
16934,2087528,66,2,single,rented,no,Surgeon,Ulhasnagar,Maharashtra,2,12,0
16955,2010564,71,16,single,rented,yes,Microbiologist,Malegaon,Maharashtra,3,12,0
16961,9809512,61,5,single,owned,yes,Industrial_Engineer,Ahmednagar,Maharashtra,5,11,0
16963,3239090,68,17,single,owned,no,Comedian,Amravati,Maharashtra,13,11,0
16982,9266153,67,14,single,rented,no,Computer_hardware_engineer,Dhule,Maharashtra,9,11,0
17016,3620859,74,12,single,rented,no,Psychologist,Sangli-Miraj_&_Kupwad,Maharashtra,12,10,0
17035,6381365,67,11,single,rented,no,Surveyor,Ulhasnagar,Maharashtra,4,12,0
17078,422892,59,7,single,rented,yes,Biomedical_Engineer,Satara,Maharashtra,7,10,0
17098,6457218,39,3,single,rented,yes,Army_officer,Mumbai,Maharashtra,3,11,0
17103,2740278,65,4,single,rented,no,Civil_engineer,Thane,Maharashtra,4,10,0
17104,8254699,41,15,single,rented,no,Physician,Malegaon,Maharashtra,5,13,0
17109,8306987,66,0,single,rented,no,Statistician,Thane,Maharashtra,0,12,0
17118,6064204,62,14,married,rented,no,Lawyer,Thane,Maharashtra,10,10,1
17119,4054318,74,3,single,rented,no,Web_designer,Sangli-Miraj_&_Kupwad,Maharashtra,3,11,0
17127,3679290,25,9,single,rented,no,Psychologist,Pune,Maharashtra,6,11,0
17144,8729941,33,20,single,rented,no,Technical_writer,Satara,Maharashtra,11,11,0
17149,7921653,35,16,single,rented,no,Mechanical_engineer,Ichalkaranji,Maharashtra,6,14,0
17165,6381958,63,0,single,rented,yes,Politician,Thane,Maharashtra,0,12,0
17174,8978796,27,3,single,rented,no,Biomedical_Engineer,Ambarnath,Maharashtra,3,10,0
17180,7453204,59,13,single,rented,no,Librarian,Sangli-Miraj_&_Kupwad,Maharashtra,8,10,0
17214,7830578,43,15,married,rented,no,Web_designer,Panvel,Maharashtra,6,10,0
17216,9083499,77,19,single,rented,no,Psychologist,Ulhasnagar,Maharashtra,13,10,1
17223,4170819,59,18,single,rented,no,Surgeon,Solapur,Maharashtra,11,11,0
17253,5311549,56,12,single,rented,no,Aviator,Dhule,Maharashtra,8,11,0
17260,6644494,61,9,single,rented,yes,Air_traffic_controller,Kalyan-Dombivli,Maharashtra,9,12,0
17270,5827839,43,1,single,rented,no,Computer_hardware_engineer,Ichalkaranji,Maharashtra,1,10,1
17272,9032196,68,11,single,rented,yes,Statistician,Solapur,Maharashtra,11,13,0
17281,9806306,78,15,single,rented,yes,Mechanical_engineer,Jalgaon,Maharashtra,4,12,0
17288,6816226,43,13,single,rented,yes,Drafter,Mumbai,Maharashtra,4,13,0
17295,8688710,47,1,single,rented,no,Technician,Mira-Bhayandar,Maharashtra,1,10,0
17296,5713579,53,14,single,rented,no,Air_traffic_controller,Solapur,Maharashtra,10,11,1
17299,8854489,36,18,single,rented,no,Design_Engineer,Panvel,Maharashtra,13,14,1
17324,8185066,45,0,single,rented,yes,Industrial_Engineer,Solapur,Maharashtra,0,12,0
17330,5090840,78,12,single,rented,no,Flight_attendant,Nagpur,Maharashtra,5,11,0
17357,2557697,59,18,single,rented,no,Graphic_Designer,Ichalkaranji,Maharashtra,8,14,0
17363,9047999,50,1,single,norent_noown,no,Surveyor,Satara,Maharashtra,1,14,0
17365,5763958,63,7,married,rented,no,Chemical_engineer,Ambarnath,Maharashtra,7,12,0
17370,3835379,71,8,married,rented,no,Chef,Ahmednagar,Maharashtra,8,12,0
17378,6894894,27,7,single,rented,no,Librarian,Vasai-Virar,Maharashtra,7,13,0
17407,6925358,73,19,single,rented,no,Air_traffic_controller,Navi_Mumbai,Maharashtra,3,12,0
17414,3006135,59,18,single,rented,no,Chartered_Accountant,Solapur,Maharashtra,6,10,1
17428,652184,45,1,single,rented,no,Physician,Parbhani,Maharashtra,1,12,0
17430,2369392,59,17,single,rented,no,Statistician,Bhusawal,Maharashtra,13,14,0
17433,2607516,76,5,single,rented,yes,Analyst,Nanded,Maharashtra,5,11,0
17438,1043413,33,16,single,rented,no,Hotel_Manager,Satara,Maharashtra,8,13,1
17441,7716276,50,16,single,rented,no,Army_officer,Bhusawal,Maharashtra,13,12,1
17449,6073350,68,5,single,rented,no,Hotel_Manager,Pune,Maharashtra,5,14,1
17450,3054109,23,1,single,rented,yes,Technology_specialist,Panvel,Maharashtra,1,13,0
17485,6564624,56,12,single,rented,no,Economist,Akola,Maharashtra,12,14,0
17487,2779765,45,11,single,rented,no,Air_traffic_controller,Malegaon,Maharashtra,4,13,0
17517,6641682,42,0,single,rented,no,Industrial_Engineer,Ulhasnagar,Maharashtra,0,10,1
17524,5618559,59,9,married,rented,no,Police_officer,Bhusawal,Maharashtra,9,10,0
17525,1291411,56,6,single,rented,no,Chef,Mira-Bhayandar,Maharashtra,6,11,0
17529,5082643,66,3,single,rented,yes,Graphic_Designer,Pimpri-Chinchwad,Maharashtra,3,13,0
17557,7310061,37,10,single,rented,no,Web_designer,Chandrapur,Maharashtra,6,11,1
17563,3648949,65,6,single,rented,yes,Artist,Satara,Maharashtra,6,11,0
17564,9504715,51,14,single,rented,yes,Consultant,Akola,Maharashtra,14,10,0
17572,6432970,53,20,single,rented,no,Police_officer,Jalna,Maharashtra,6,13,0
17573,1298588,67,8,single,rented,no,Mechanical_engineer,Navi_Mumbai,Maharashtra,8,14,0
17596,4358383,67,11,single,rented,yes,Drafter,Pune,Maharashtra,6,13,0
17603,6296539,30,19,single,owned,no,Psychologist,Kalyan-Dombivli,Maharashtra,3,10,0
17607,8953239,65,13,single,rented,no,Computer_operator,Ahmednagar,Maharashtra,3,10,0
17626,911309,69,12,single,rented,no,Flight_attendant,Nanded,Maharashtra,9,13,1
17641,7058931,40,10,single,rented,no,Librarian,Ambarnath,Maharashtra,10,13,1
17645,4539410,35,5,single,owned,no,Software_Developer,Parbhani,Maharashtra,5,12,0
17659,3140751,21,2,single,rented,no,Technology_specialist,Parbhani,Maharashtra,2,10,0
17666,9578850,57,13,single,rented,no,Microbiologist,Amravati,Maharashtra,11,11,1
17706,3779002,57,8,single,rented,no,Graphic_Designer,Amravati,Maharashtra,8,14,1
17718,660630,70,1,single,rented,yes,Chartered_Accountant,Pune,Maharashtra,1,10,0
17727,3926552,21,4,single,owned,no,Design_Engineer,Nashik,Maharashtra,4,12,0
17731,2662346,27,17,single,rented,no,Engineer,Aurangabad,Maharashtra,8,11,0
17739,8901342,50,12,single,rented,no,Lawyer,Thane,Maharashtra,9,14,0
17747,8886565,68,14,single,rented,no,Industrial_Engineer,Dhule,Maharashtra,5,14,0
17753,2559472,39,10,single,rented,yes,Hotel_Manager,Ichalkaranji,Maharashtra,10,10,0
17760,9237595,53,6,single,rented,no,Librarian,Ambarnath,Maharashtra,5,11,0
17764,1222892,74,7,single,rented,yes,Politician,Jalgaon,Maharashtra,5,12,0
17775,7829891,67,20,single,rented,no,Army_officer,Nagpur,Maharashtra,9,11,0
17784,7757255,75,0,single,rented,no,Comedian,Kalyan-Dombivli,Maharashtra,0,14,0
17796,6754188,26,2,single,rented,yes,Web_designer,Mumbai,Maharashtra,2,14,0
17807,9744011,44,0,single,rented,yes,Web_designer,Dhule,Maharashtra,0,10,0
17813,5127014,76,0,married,rented,no,Mechanical_engineer,Ulhasnagar,Maharashtra,0,13,0
17817,2592581,62,20,single,rented,yes,Aviator,Jalna,Maharashtra,14,10,0
17823,7532651,49,15,married,rented,no,Comedian,Kalyan-Dombivli,Maharashtra,9,12,0
17827,2926684,35,1,single,rented,yes,Engineer,Kolhapur,Maharashtra,1,11,0
17833,98356,50,4,single,rented,yes,Politician,Malegaon,Maharashtra,4,13,0
17836,5950133,58,7,single,rented,no,Technical_writer,Malegaon,Maharashtra,7,10,0
17841,371671,34,6,single,rented,no,Statistician,Kalyan-Dombivli,Maharashtra,6,12,0
17843,3915230,40,16,married,rented,yes,Computer_hardware_engineer,Vasai-Virar,Maharashtra,11,14,0
17845,3984731,28,1,single,rented,no,Web_designer,Ulhasnagar,Maharashtra,1,13,0
17853,7157631,30,13,single,owned,yes,Fashion_Designer,Pimpri-Chinchwad,Maharashtra,10,14,0
17861,1969614,56,14,single,rented,yes,Drafter,Jalna,Maharashtra,12,14,0
17877,3238461,35,16,single,rented,no,Engineer,Thane,Maharashtra,8,13,1
17886,2017565,62,9,single,rented,no,Technology_specialist,Panvel,Maharashtra,6,11,0
