Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
40057,4415868,48,1,single,rented,no,Surgeon,Ballia,Uttar_Pradesh,1,14,0
40081,8199311,66,3,married,rented,yes,Financial_Analyst,Aligarh,Uttar_Pradesh,3,13,0
40097,3009196,65,9,single,rented,no,Physician,Bulandshahr,Uttar_Pradesh,9,11,0
40098,555482,32,12,single,rented,no,Chartered_Accountant,Gorakhpur,Uttar_Pradesh,9,11,1
40103,2248392,46,20,married,rented,yes,Physician,Lucknow,Uttar_Pradesh,13,13,0
40106,1752625,41,8,single,rented,no,Artist,Fatehpur,Uttar_Pradesh,3,10,0
40112,3474234,21,18,single,rented,no,Financial_Analyst,Jaunpur,Uttar_Pradesh,11,14,0
40117,5341055,57,8,single,rented,yes,Computer_hardware_engineer,Amroha,Uttar_Pradesh,7,13,0
40148,3062422,78,8,single,rented,no,Fashion_Designer,Muzaffarnagar,Uttar_Pradesh,8,14,0
40160,998868,44,16,single,rented,no,Microbiologist,Hapur,Uttar_Pradesh,5,13,1
40166,6979096,39,7,single,rented,no,Drafter,Mathura,Uttar_Pradesh,7,11,0
40178,90178,76,9,single,rented,no,Geologist,Mathura,Uttar_Pradesh,9,11,1
40179,5394516,76,0,single,rented,no,Secretary,Varanasi,Uttar_Pradesh,0,13,0
40191,5688746,62,8,single,rented,yes,Web_designer,Varanasi,Uttar_Pradesh,8,11,0
40196,389805,25,18,single,rented,no,Hotel_Manager,Agra,Uttar_Pradesh,12,14,0
40199,1666705,35,9,single,rented,yes,Artist,Kanpur,Uttar_Pradesh,7,11,0
40203,2853298,23,16,single,rented,yes,Design_Engineer,Bareilly,Uttar_Pradesh,13,11,0
40207,2974289,22,3,single,rented,no,Civil_servant,Raebareli,Uttar_Pradesh,3,13,1
40208,1591909,71,17,married,rented,no,Civil_engineer,Ballia,Uttar_Pradesh,4,12,0
40210,3307171,68,2,single,rented,yes,Comedian,"Khora,_Ghaziabad",Uttar_Pradesh,2,14,0
40213,8230205,71,6,single,rented,yes,Chef,Bareilly,Uttar_Pradesh,6,12,0
40230,4145551,46,15,married,rented,no,Statistician,Aligarh,Uttar_Pradesh,11,13,1
40233,4807368,45,13,single,owned,yes,Librarian,Gorakhpur,Uttar_Pradesh,5,11,0
40234,6200661,40,3,single,rented,no,Psychologist,Orai,Uttar_Pradesh,3,10,0
40244,9672890,40,13,single,rented,yes,Chemical_engineer,Gorakhpur,Uttar_Pradesh,7,13,0
40248,9476109,69,8,single,rented,no,Petroleum_Engineer,Loni,Uttar_Pradesh,8,13,0
40254,182326,27,12,single,rented,yes,Industrial_Engineer,Loni,Uttar_Pradesh,4,14,0
40257,2742207,35,9,single,rented,no,Surveyor,Firozabad,Uttar_Pradesh,9,10,0
40278,6674100,43,13,single,rented,no,Graphic_Designer,Mirzapur,Uttar_Pradesh,8,13,0
40286,5022817,58,6,single,rented,yes,Technology_specialist,"Khora,_Ghaziabad",Uttar_Pradesh,6,13,0
40293,4651030,64,13,single,rented,yes,Computer_operator,Orai,Uttar_Pradesh,4,10,0
40305,6809745,74,0,single,rented,yes,Technical_writer,Lucknow,Uttar_Pradesh,0,13,0
40322,6561990,78,13,single,rented,no,Geologist,Gorakhpur,Uttar_Pradesh,3,12,0
40327,9750930,31,3,single,rented,yes,Comedian,Gorakhpur,Uttar_Pradesh,3,10,0
40330,452661,51,17,married,rented,no,Computer_hardware_engineer,Farrukhabad,Uttar_Pradesh,14,10,0
40341,3520592,22,7,single,rented,no,Statistician,Fatehpur,Uttar_Pradesh,7,14,0
40377,3840944,68,14,single,rented,no,Dentist,Aligarh,Uttar_Pradesh,9,12,0
40391,9111852,24,6,single,rented,yes,Surgeon,Bahraich,Uttar_Pradesh,6,11,0
40406,1175014,72,7,married,rented,no,Technician,"Khora,_Ghaziabad",Uttar_Pradesh,7,14,0
40415,7321831,46,8,single,rented,no,Technician,Lucknow,Uttar_Pradesh,6,11,0
40416,7977107,59,15,single,rented,no,Comedian,Mirzapur,Uttar_Pradesh,8,12,0
40436,713017,40,17,single,rented,yes,Statistician,Bahraich,Uttar_Pradesh,5,10,0
40442,2304265,78,12,single,rented,no,Chartered_Accountant,Amroha,Uttar_Pradesh,10,12,0
40443,2309585,31,7,married,rented,no,Surveyor,Mirzapur,Uttar_Pradesh,7,10,0
40447,7428357,38,13,single,rented,yes,Computer_operator,Loni,Uttar_Pradesh,9,12,0
40483,353654,44,18,single,owned,no,Magistrate,Unnao,Uttar_Pradesh,9,10,0
40504,3755934,41,12,single,rented,no,Aviator,Mathura,Uttar_Pradesh,3,10,0
40524,8939837,40,8,single,rented,no,Consultant,Noida,Uttar_Pradesh,5,11,0
40529,3169625,33,6,single,rented,no,Army_officer,Bulandshahr,Uttar_Pradesh,6,14,0
40532,7331180,56,5,single,rented,no,Design_Engineer,Gorakhpur,Uttar_Pradesh,4,14,0
40544,4258515,55,1,single,rented,yes,Aviator,Firozabad,Uttar_Pradesh,1,12,0
40560,8331889,63,0,single,rented,no,Industrial_Engineer,Noida,Uttar_Pradesh,0,11,0
40569,5533812,61,13,single,owned,yes,Chartered_Accountant,Raebareli,Uttar_Pradesh,10,11,0
40581,543441,39,14,single,rented,yes,Official,Raebareli,Uttar_Pradesh,11,11,0
40583,16896,56,20,married,rented,no,Army_officer,Aligarh,Uttar_Pradesh,7,12,0
40596,8830734,55,8,single,rented,yes,Secretary,Shahjahanpur,Uttar_Pradesh,8,12,0
40621,9099898,63,13,single,rented,yes,Economist,Fatehpur,Uttar_Pradesh,11,13,0
40636,2974371,33,8,single,rented,yes,Geologist,"Khora,_Ghaziabad",Uttar_Pradesh,8,12,0
40639,4403214,50,19,single,rented,no,Statistician,Jhansi,Uttar_Pradesh,4,12,0
40649,4089728,22,18,single,rented,no,Scientist,Bulandshahr,Uttar_Pradesh,8,14,0
40650,1297490,77,10,married,rented,no,Graphic_Designer,Shahjahanpur,Uttar_Pradesh,7,14,0
40661,2504515,51,14,single,rented,yes,Microbiologist,Mathura,Uttar_Pradesh,7,12,0
40663,7037465,60,0,single,rented,no,Comedian,Fatehpur,Uttar_Pradesh,0,14,0
40665,1453061,71,16,single,rented,no,Graphic_Designer,Orai,Uttar_Pradesh,7,11,0
40697,987476,33,17,single,rented,yes,Biomedical_Engineer,"Khora,_Ghaziabad",Uttar_Pradesh,14,12,0
40703,7655074,22,15,single,rented,no,Comedian,Raebareli,Uttar_Pradesh,7,11,0
40712,4660756,78,0,single,rented,yes,Physician,Meerut,Uttar_Pradesh,0,12,0
40720,5028396,38,16,single,rented,no,Flight_attendant,"Khora,_Ghaziabad",Uttar_Pradesh,4,10,0
40728,1578007,68,15,single,rented,no,Official,Bulandshahr,Uttar_Pradesh,5,14,0
40730,6487755,78,12,married,owned,no,Consultant,Ghaziabad,Uttar_Pradesh,6,11,0
40732,3861206,55,18,single,rented,no,Architect,Amroha,Uttar_Pradesh,10,11,0
40735,9472148,55,16,single,rented,no,Dentist,Jaunpur,Uttar_Pradesh,8,11,0
40744,4330847,67,2,single,rented,no,Technician,Sambhal,Uttar_Pradesh,2,14,0
40749,4137087,25,11,single,rented,yes,Army_officer,Varanasi,Uttar_Pradesh,11,10,0
40758,8720580,65,4,single,rented,yes,Technician,Meerut,Uttar_Pradesh,3,12,0
40759,5697624,74,2,single,rented,yes,Fashion_Designer,Varanasi,Uttar_Pradesh,2,10,0
40766,3979671,42,16,single,rented,yes,Economist,Loni,Uttar_Pradesh,5,13,0
40770,6845511,78,14,single,rented,no,Fashion_Designer,Saharanpur,Uttar_Pradesh,4,12,0
40777,4950300,66,20,single,rented,no,Architect,Bahraich,Uttar_Pradesh,4,11,0
40782,2860021,23,17,single,norent_noown,no,Biomedical_Engineer,Jhansi,Uttar_Pradesh,11,13,0
40788,4552514,32,10,married,rented,yes,Microbiologist,Unnao,Uttar_Pradesh,10,11,0
40791,7651261,60,4,single,rented,no,Computer_hardware_engineer,Mau,Uttar_Pradesh,4,11,0
40798,5356329,48,18,single,norent_noown,no,Police_officer,Mau,Uttar_Pradesh,10,13,0
40810,9390552,60,7,single,rented,yes,Software_Developer,Orai,Uttar_Pradesh,7,12,0
40816,1999332,56,1,single,rented,no,Graphic_Designer,Bulandshahr,Uttar_Pradesh,1,10,0
40817,3054126,65,19,single,owned,yes,Physician,Bahraich,Uttar_Pradesh,11,14,0
40819,7872203,73,16,single,rented,no,Scientist,Fatehpur,Uttar_Pradesh,11,11,1
40821,2400773,25,5,single,rented,no,Petroleum_Engineer,Unnao,Uttar_Pradesh,5,14,0
40830,5310074,29,4,single,rented,no,Geologist,Gorakhpur,Uttar_Pradesh,4,11,0
40852,3909537,30,6,single,rented,no,Drafter,Mau,Uttar_Pradesh,4,14,0
40868,5110841,47,7,single,rented,no,Technical_writer,Orai,Uttar_Pradesh,4,13,0
40878,4581003,33,14,single,rented,no,Firefighter,Mirzapur,Uttar_Pradesh,4,13,0
40882,9317664,62,8,single,rented,yes,Computer_operator,Mathura,Uttar_Pradesh,8,12,0
40890,754974,32,9,single,rented,no,Secretary,Hapur,Uttar_Pradesh,9,13,0
40896,1392884,29,11,single,rented,yes,Scientist,Varanasi,Uttar_Pradesh,5,14,0
40907,4792051,42,18,single,owned,no,Fashion_Designer,Farrukhabad,Uttar_Pradesh,14,13,0
40920,848202,56,12,single,rented,yes,Geologist,Rampur,Uttar_Pradesh,12,12,0
40921,456398,74,17,single,rented,yes,Scientist,Raebareli,Uttar_Pradesh,7,14,0
40930,5977613,71,14,single,rented,yes,Petroleum_Engineer,Jaunpur,Uttar_Pradesh,4,12,0
40936,6003357,48,9,single,rented,no,Artist,Etawah,Uttar_Pradesh,9,11,0
40937,8683216,21,0,married,rented,no,Chartered_Accountant,Moradabad,Uttar_Pradesh,0,12,1
40947,6244382,58,10,single,rented,no,Firefighter,Bulandshahr,Uttar_Pradesh,4,10,0
40967,3879880,49,10,single,rented,no,Politician,Farrukhabad,Uttar_Pradesh,10,12,0
40973,7282131,28,19,single,rented,no,Flight_attendant,Unnao,Uttar_Pradesh,13,11,0
40974,5822214,26,12,single,rented,no,Technical_writer,Sambhal,Uttar_Pradesh,4,13,1
40977,6374359,30,14,single,rented,yes,Mechanical_engineer,Amroha,Uttar_Pradesh,6,13,0
40978,2175504,72,14,single,rented,no,Geologist,Mathura,Uttar_Pradesh,11,11,0
40991,1600707,39,4,single,rented,no,Designer,Varanasi,Uttar_Pradesh,4,12,0
40994,3603703,75,2,single,owned,no,Geologist,Hapur,Uttar_Pradesh,2,12,0
40999,7053325,31,8,single,rented,no,Mechanical_engineer,Mau,Uttar_Pradesh,8,11,0
41008,9757979,53,18,single,rented,no,Psychologist,Noida,Uttar_Pradesh,12,10,0
41010,267701,65,19,single,rented,yes,Politician,Sambhal,Uttar_Pradesh,9,13,0
41023,3791460,22,15,single,rented,no,Biomedical_Engineer,Bahraich,Uttar_Pradesh,7,14,0
41024,1232057,28,10,single,owned,no,Politician,Bareilly,Uttar_Pradesh,7,13,0
41026,5258493,38,8,single,rented,no,Microbiologist,Kanpur,Uttar_Pradesh,6,12,0
41034,5273020,29,1,married,rented,no,Economist,Orai,Uttar_Pradesh,1,14,0
41043,2149916,73,5,single,rented,yes,Petroleum_Engineer,Amroha,Uttar_Pradesh,5,13,0
41062,9370159,76,4,single,rented,yes,Surgeon,Jaunpur,Uttar_Pradesh,4,14,0
41076,2541624,32,15,single,rented,no,Hotel_Manager,Agra,Uttar_Pradesh,3,12,1
41088,2090531,71,7,married,rented,no,Microbiologist,Aligarh,Uttar_Pradesh,3,12,0
41090,2537374,45,6,single,rented,yes,Financial_Analyst,Agra,Uttar_Pradesh,3,10,0
41093,5305177,23,17,single,rented,no,Statistician,Etawah,Uttar_Pradesh,9,11,1
41095,2503612,25,18,single,rented,no,Microbiologist,Saharanpur,Uttar_Pradesh,6,11,1
41122,2604480,26,16,single,rented,no,Biomedical_Engineer,Firozabad,Uttar_Pradesh,9,12,0
41138,7509022,75,7,single,rented,no,Chemical_engineer,Mau,Uttar_Pradesh,7,12,0
41145,3022992,68,5,single,rented,no,Computer_hardware_engineer,Mirzapur,Uttar_Pradesh,5,14,0
41147,7552384,33,17,married,rented,no,Computer_hardware_engineer,"Khora,_Ghaziabad",Uttar_Pradesh,4,12,0
41164,9287205,68,9,single,norent_noown,no,Civil_engineer,Mirzapur,Uttar_Pradesh,8,11,0
41180,4536029,24,20,single,rented,no,Statistician,Sambhal,Uttar_Pradesh,8,14,1
41216,4001896,70,1,single,rented,no,Hotel_Manager,Bulandshahr,Uttar_Pradesh,1,14,0
41219,6517120,34,12,single,rented,no,Librarian,"Khora,_Ghaziabad",Uttar_Pradesh,4,14,0
41254,3753824,28,7,single,rented,no,Microbiologist,Muzaffarnagar,Uttar_Pradesh,7,11,0
41265,6035837,34,13,single,rented,no,Microbiologist,Mathura,Uttar_Pradesh,11,11,1
41286,1821438,26,0,single,rented,yes,Chartered_Accountant,Fatehpur,Uttar_Pradesh,0,12,0
41311,4316721,78,15,single,rented,no,Computer_operator,Moradabad,Uttar_Pradesh,14,12,1
41312,2940001,49,7,single,rented,no,Architect,Ballia,Uttar_Pradesh,5,12,0
41317,8148691,29,19,single,rented,no,Comedian,Unnao,Uttar_Pradesh,11,12,0
41340,9402303,72,9,single,rented,no,Army_officer,Aligarh,Uttar_Pradesh,5,10,0
41341,5505572,45,1,married,rented,yes,Flight_attendant,Aligarh,Uttar_Pradesh,1,12,0
41345,4638141,59,18,married,rented,no,Chef,Bahraich,Uttar_Pradesh,3,12,0
41357,6973369,68,20,single,rented,no,Physician,Raebareli,Uttar_Pradesh,11,13,1
41367,3081814,32,12,single,owned,no,Aviator,Lucknow,Uttar_Pradesh,3,13,0
41372,8744413,27,12,single,rented,no,Drafter,Hapur,Uttar_Pradesh,12,13,0
41378,8135531,60,10,single,owned,no,Magistrate,Orai,Uttar_Pradesh,4,11,1
41382,5992148,65,16,single,rented,no,Chartered_Accountant,Ballia,Uttar_Pradesh,8,11,0
41398,6255658,63,9,single,rented,no,Geologist,Jaunpur,Uttar_Pradesh,5,11,0
41404,9620139,48,15,married,norent_noown,yes,Petroleum_Engineer,Kanpur,Uttar_Pradesh,14,13,0
41413,3741822,37,14,single,rented,no,Software_Developer,Ghaziabad,Uttar_Pradesh,12,14,0
41416,4658830,45,11,single,rented,yes,Computer_hardware_engineer,Amroha,Uttar_Pradesh,8,10,0
41424,3935358,54,15,single,norent_noown,yes,Scientist,Kanpur,Uttar_Pradesh,5,10,0
41431,4925213,59,10,single,norent_noown,yes,Civil_engineer,Hapur,Uttar_Pradesh,6,10,0
41434,8841707,53,13,single,rented,no,Biomedical_Engineer,Farrukhabad,Uttar_Pradesh,3,12,0
41446,6626762,24,2,single,rented,no,Librarian,Rampur,Uttar_Pradesh,2,10,0
41449,3972267,27,10,married,rented,no,Architect,Firozabad,Uttar_Pradesh,7,11,0
41453,9400836,58,5,single,rented,yes,Consultant,Bulandshahr,Uttar_Pradesh,5,13,0
41456,3376799,24,6,single,rented,no,Computer_hardware_engineer,Moradabad,Uttar_Pradesh,6,13,0
41475,7549491,31,17,single,rented,no,Technician,Saharanpur,Uttar_Pradesh,4,14,0
41488,6552503,21,15,married,rented,yes,Design_Engineer,Bareilly,Uttar_Pradesh,3,11,0
41490,8456007,68,17,single,rented,no,Petroleum_Engineer,Bulandshahr,Uttar_Pradesh,14,11,0
41515,5136629,76,6,married,rented,no,Artist,Lucknow,Uttar_Pradesh,6,13,0
41517,2987685,59,6,single,rented,yes,Technical_writer,Ballia,Uttar_Pradesh,6,10,0
41518,4032380,50,6,single,rented,no,Economist,Orai,Uttar_Pradesh,6,13,0
41523,9025787,27,9,single,rented,no,Firefighter,Farrukhabad,Uttar_Pradesh,3,14,0
41559,2726309,21,13,single,rented,yes,Secretary,Agra,Uttar_Pradesh,10,11,0
41560,9885445,59,12,single,rented,no,Petroleum_Engineer,Agra,Uttar_Pradesh,8,12,0
41574,3375231,62,9,single,rented,no,Chef,Mathura,Uttar_Pradesh,9,11,0
41578,1933767,44,15,single,rented,yes,Analyst,Ballia,Uttar_Pradesh,14,10,0
41586,4503934,57,17,single,rented,no,Petroleum_Engineer,Moradabad,Uttar_Pradesh,5,14,0
41608,8822191,26,13,single,rented,no,Aviator,Gorakhpur,Uttar_Pradesh,3,10,1
41634,3417203,53,15,single,rented,no,Statistician,Shahjahanpur,Uttar_Pradesh,5,13,1
41639,7164498,70,18,single,rented,no,Magistrate,Jhansi,Uttar_Pradesh,10,14,0
41654,8296594,22,13,single,rented,no,Analyst,Jaunpur,Uttar_Pradesh,13,13,1
41656,9035347,60,3,single,rented,yes,Computer_operator,Bahraich,Uttar_Pradesh,3,13,0
41658,5775285,57,6,single,rented,no,Civil_servant,Orai,Uttar_Pradesh,6,10,0
41689,499939,25,17,married,rented,yes,Chef,Bareilly,Uttar_Pradesh,9,14,0
41695,8397564,71,0,single,rented,no,Designer,Raebareli,Uttar_Pradesh,0,12,0
41710,5687470,29,13,married,rented,yes,Civil_engineer,"Khora,_Ghaziabad",Uttar_Pradesh,13,14,0
41714,5831049,36,1,single,rented,no,Flight_attendant,Jhansi,Uttar_Pradesh,1,13,0
41726,2111682,31,19,single,norent_noown,no,Technology_specialist,Bareilly,Uttar_Pradesh,9,14,0
41732,62100,45,10,single,rented,yes,Geologist,Ballia,Uttar_Pradesh,5,13,0
41739,4441205,56,0,single,rented,no,Civil_servant,Saharanpur,Uttar_Pradesh,0,13,0
41745,2636776,38,1,single,rented,no,Industrial_Engineer,Muzaffarnagar,Uttar_Pradesh,1,11,0
41749,6805823,48,2,married,rented,yes,Industrial_Engineer,Fatehpur,Uttar_Pradesh,2,12,0
41753,3831317,48,6,single,rented,no,Computer_hardware_engineer,Jaunpur,Uttar_Pradesh,6,13,0
41763,7895335,34,17,single,rented,no,Computer_operator,Bulandshahr,Uttar_Pradesh,5,11,1
41770,2060668,67,8,single,rented,yes,Army_officer,Agra,Uttar_Pradesh,3,13,0
41772,9046485,63,3,single,rented,yes,Statistician,Unnao,Uttar_Pradesh,3,12,0
41775,651402,68,9,single,rented,yes,Artist,Gorakhpur,Uttar_Pradesh,9,13,0
41778,6340921,51,11,single,rented,no,Technician,Lucknow,Uttar_Pradesh,3,13,0
41780,1808178,68,18,single,rented,yes,Design_Engineer,Orai,Uttar_Pradesh,14,12,0
41784,16890,21,8,married,rented,no,Economist,Farrukhabad,Uttar_Pradesh,7,13,0
41792,5966818,66,6,single,rented,yes,Lawyer,Sambhal,Uttar_Pradesh,6,14,0
41797,4899333,30,16,single,rented,yes,Chef,Hapur,Uttar_Pradesh,5,14,0
41801,5462646,42,18,married,rented,no,Politician,Sambhal,Uttar_Pradesh,11,11,0
41808,9776427,77,7,single,rented,yes,Lawyer,Shahjahanpur,Uttar_Pradesh,5,10,0
41822,1381568,50,7,single,rented,no,Mechanical_engineer,Gorakhpur,Uttar_Pradesh,4,10,0
41824,5600342,31,20,single,rented,yes,Official,Saharanpur,Uttar_Pradesh,7,12,0
41829,529939,48,18,single,rented,no,Chemical_engineer,Mathura,Uttar_Pradesh,6,13,0
41856,1309803,55,9,single,rented,no,Artist,Shahjahanpur,Uttar_Pradesh,9,12,0
41858,4409735,54,2,single,rented,no,Fashion_Designer,Mirzapur,Uttar_Pradesh,2,10,1
41864,6789928,45,3,married,rented,no,Hotel_Manager,Unnao,Uttar_Pradesh,3,13,0
41865,4786725,24,11,single,rented,no,Lawyer,Jaunpur,Uttar_Pradesh,7,11,0
41873,9787696,69,5,single,rented,yes,Industrial_Engineer,Aligarh,Uttar_Pradesh,5,12,0
41880,5793046,71,5,single,rented,no,Computer_operator,Raebareli,Uttar_Pradesh,5,13,0
41888,940069,39,12,single,rented,no,Statistician,Mirzapur,Uttar_Pradesh,11,12,0
41892,2307924,51,15,single,rented,yes,Fashion_Designer,Agra,Uttar_Pradesh,6,13,0
41905,8463555,69,12,single,rented,no,Technician,Bulandshahr,Uttar_Pradesh,12,12,0
41916,7458916,64,3,single,rented,no,Industrial_Engineer,Mirzapur,Uttar_Pradesh,3,10,0
41918,6619894,44,16,married,rented,yes,Politician,Etawah,Uttar_Pradesh,6,14,0
41924,3102332,21,12,single,rented,no,Psychologist,Firozabad,Uttar_Pradesh,12,14,0
41932,1067733,79,2,single,rented,yes,Air_traffic_controller,"Khora,_Ghaziabad",Uttar_Pradesh,2,12,0
41933,7257940,37,17,single,rented,no,Design_Engineer,Kanpur,Uttar_Pradesh,7,10,0
41948,6565653,53,12,single,owned,no,Army_officer,Aligarh,Uttar_Pradesh,11,12,1
41971,4347061,62,19,single,rented,yes,Surgeon,Bareilly,Uttar_Pradesh,6,11,0
41973,5734542,32,12,single,rented,no,Software_Developer,Unnao,Uttar_Pradesh,5,13,0
41984,4400395,70,1,single,rented,no,Economist,Mathura,Uttar_Pradesh,1,12,0
41998,933077,40,8,single,rented,yes,Air_traffic_controller,Etawah,Uttar_Pradesh,8,10,0
42003,9370149,35,18,single,rented,no,Politician,Bulandshahr,Uttar_Pradesh,6,11,0
42010,3140216,22,9,single,rented,no,Financial_Analyst,Amroha,Uttar_Pradesh,6,10,0
42011,1503033,72,19,married,rented,no,Software_Developer,Ghaziabad,Uttar_Pradesh,3,12,0
42025,6997997,23,17,single,rented,no,Chemical_engineer,Etawah,Uttar_Pradesh,5,12,0
42034,2477727,63,15,single,rented,no,Designer,Ballia,Uttar_Pradesh,7,12,1
42043,1780115,34,2,single,rented,no,Secretary,Firozabad,Uttar_Pradesh,2,13,0
42047,5712077,21,0,single,rented,no,Police_officer,Mau,Uttar_Pradesh,0,12,1
42050,4239717,21,5,single,rented,no,Scientist,Ghaziabad,Uttar_Pradesh,5,12,0
42067,1669231,41,6,single,rented,no,Surveyor,Mau,Uttar_Pradesh,6,11,0
42070,3356017,52,0,single,rented,yes,Civil_servant,Etawah,Uttar_Pradesh,0,14,0
42073,2724690,56,1,single,rented,yes,Civil_servant,"Khora,_Ghaziabad",Uttar_Pradesh,1,12,0
42076,6467565,26,0,single,rented,no,Web_designer,Saharanpur,Uttar_Pradesh,0,12,0
42078,757960,58,5,single,rented,yes,Engineer,Sambhal,Uttar_Pradesh,5,10,0
42080,8768562,67,13,married,rented,no,Army_officer,Etawah,Uttar_Pradesh,4,10,0
42081,8948812,52,11,single,rented,yes,Financial_Analyst,Meerut,Uttar_Pradesh,10,11,0
42092,4671184,39,20,married,rented,yes,Designer,Etawah,Uttar_Pradesh,3,11,0
42108,8776828,78,10,single,rented,no,Statistician,Raebareli,Uttar_Pradesh,5,14,0
42109,9292764,47,0,single,owned,no,Surgeon,Jhansi,Uttar_Pradesh,0,12,0
42112,7667833,70,16,single,rented,no,Surgeon,Mau,Uttar_Pradesh,11,12,0
42119,9677982,32,15,single,rented,no,Statistician,Kanpur,Uttar_Pradesh,6,14,0
42127,3642033,32,17,single,rented,no,Financial_Analyst,Fatehpur,Uttar_Pradesh,7,11,0
42152,9936818,79,6,single,rented,no,Police_officer,Farrukhabad,Uttar_Pradesh,6,13,0
42160,8451218,74,1,single,rented,no,Financial_Analyst,Saharanpur,Uttar_Pradesh,1,12,0
42163,2162328,52,7,single,rented,no,Army_officer,Bahraich,Uttar_Pradesh,7,12,0
42178,7556052,57,16,single,owned,yes,Police_officer,Gorakhpur,Uttar_Pradesh,3,13,0
42180,6987406,27,10,single,rented,no,Scientist,Agra,Uttar_Pradesh,8,11,1
42197,6877905,40,9,single,rented,yes,Lawyer,Bulandshahr,Uttar_Pradesh,7,11,0
42206,3952093,57,7,single,rented,no,Police_officer,Muzaffarnagar,Uttar_Pradesh,7,10,1
42212,4931330,22,14,single,rented,yes,Firefighter,Noida,Uttar_Pradesh,5,10,0
42219,765211,38,13,single,rented,yes,Mechanical_engineer,Jhansi,Uttar_Pradesh,4,12,0
42225,8714860,46,18,single,rented,no,Consultant,Fatehpur,Uttar_Pradesh,5,10,0
42230,2062048,50,3,single,rented,yes,Industrial_Engineer,Bareilly,Uttar_Pradesh,3,11,0
42233,4664922,24,12,single,rented,no,Biomedical_Engineer,Shahjahanpur,Uttar_Pradesh,12,14,0
42237,6691539,66,6,single,rented,no,Police_officer,Mau,Uttar_Pradesh,6,11,0
42250,362328,25,14,single,rented,no,Design_Engineer,Raebareli,Uttar_Pradesh,8,12,0
42256,5053629,41,14,single,rented,no,Fashion_Designer,Bareilly,Uttar_Pradesh,10,12,0
42262,413950,37,14,single,rented,no,Magistrate,Bareilly,Uttar_Pradesh,6,11,0
42279,2807047,39,12,single,rented,yes,Technician,Orai,Uttar_Pradesh,5,11,0
42282,6495012,30,10,single,rented,no,Firefighter,Raebareli,Uttar_Pradesh,10,12,0
42284,6468679,60,3,single,rented,yes,Politician,Bareilly,Uttar_Pradesh,3,13,0
42309,3469743,78,17,single,rented,no,Mechanical_engineer,Ballia,Uttar_Pradesh,8,10,0
42318,9912721,57,14,single,rented,no,Chemical_engineer,Muzaffarnagar,Uttar_Pradesh,5,14,1
42325,8545933,49,12,single,rented,yes,Technician,Ballia,Uttar_Pradesh,4,14,0
42336,9213176,50,13,single,rented,no,Army_officer,Ghaziabad,Uttar_Pradesh,3,14,1
42352,9267569,48,11,single,rented,no,Dentist,Ghaziabad,Uttar_Pradesh,11,12,1
42353,3460313,77,18,single,rented,yes,Lawyer,Aligarh,Uttar_Pradesh,11,12,0
42359,5990216,38,5,single,rented,no,Secretary,Moradabad,Uttar_Pradesh,5,13,0
42385,7332667,76,8,single,rented,no,Fashion_Designer,Jaunpur,Uttar_Pradesh,5,10,0
42393,6810041,76,3,single,rented,no,Firefighter,Jaunpur,Uttar_Pradesh,3,14,0
42402,5656977,24,1,single,rented,yes,Physician,Bahraich,Uttar_Pradesh,1,13,0
42412,6669896,60,15,single,rented,yes,Computer_hardware_engineer,Rampur,Uttar_Pradesh,14,12,0
42416,2244337,26,6,single,rented,yes,Graphic_Designer,Moradabad,Uttar_Pradesh,6,12,0
42423,5155377,75,19,single,rented,yes,Industrial_Engineer,Orai,Uttar_Pradesh,5,12,0
42438,4137042,23,17,single,rented,yes,Artist,Bahraich,Uttar_Pradesh,8,12,0
42441,1655968,46,12,single,rented,no,Chartered_Accountant,Kanpur,Uttar_Pradesh,8,10,0
42443,8760061,30,19,single,rented,no,Mechanical_engineer,Mau,Uttar_Pradesh,12,14,0
42449,462027,45,3,single,rented,no,Artist,Hapur,Uttar_Pradesh,3,14,0
42453,5188656,67,19,single,rented,no,Physician,Mau,Uttar_Pradesh,6,12,0
42455,3392005,61,11,single,rented,no,Petroleum_Engineer,Amroha,Uttar_Pradesh,6,13,0
42456,8454331,61,3,married,rented,no,Technical_writer,Rampur,Uttar_Pradesh,3,11,0
42472,912294,62,12,single,rented,yes,Official,Meerut,Uttar_Pradesh,7,12,0
42477,7731278,33,12,married,rented,no,Flight_attendant,Sambhal,Uttar_Pradesh,11,13,0
42480,8753203,64,10,single,rented,yes,Official,Sambhal,Uttar_Pradesh,10,13,0
42491,3941355,71,14,married,rented,no,Geologist,Noida,Uttar_Pradesh,12,10,1
42505,8574834,43,12,married,rented,no,Civil_engineer,Bahraich,Uttar_Pradesh,12,11,0
42521,5502824,54,16,single,rented,yes,Civil_servant,Muzaffarnagar,Uttar_Pradesh,12,10,0
42526,7102815,30,13,single,rented,no,Army_officer,Muzaffarnagar,Uttar_Pradesh,13,13,1
42531,5238649,42,10,single,owned,yes,Drafter,Bareilly,Uttar_Pradesh,4,11,0
42535,3482496,43,13,single,rented,no,Politician,Jhansi,Uttar_Pradesh,8,14,0
42539,5675460,48,6,married,rented,no,Lawyer,Orai,Uttar_Pradesh,6,10,0
